,시설명,분류,시군구 명칭,위도,경도,지번주소,전화번호,홈페이지,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어)
5659,성암아트센터,1,71,37.51105342,127.043021,서울특별시 강남구 논현동 268-16,02-543-0826,www.saart.co/kr/main.php,정보없음,정보없음,0,0,0,0,0,1,0,1,1,0
5660,성암야구장,3,53,35.47517193,129.353707,울산광역시 남구 용연동 산 142,052-256-6473,https://tinyurl.com/yh5y32cx,정보없음,06:00-22:00,0,0,0,0,0,0,0,0,0,0
5661,성옥기념관,2,85,34.78698576,126.379865,전라남도 목포시 유달동 4-2,061-244-2527,www.sungok.or.kr/,"매주 월요일, 공휴일","오전 09:00-12:00,오후 13:00-17:00",1,0,0,0,0,0,0,0,0,0
5662,성운베이스볼파크,3,194,36.17624459,127.484757,충청남도 금산군 추부면 장대리 398-6,041-751-2939,www.korea-baseball.com/info/stadium/stadium_view?ground_seq=291&page=16&sido_cd=0,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5663,성웅이순신가전수관,2,15,34.74167367,127.73995,전라남도 여수시 관문동 303,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5664,성원아트홀,1,77,35.08116156,128.903283,부산광역시 강서구 명지동 3237-14,1899-5435,www.sungwonarthall.co.kr/,연중무휴,매일 00:00-24:00,0,1,1,1,1,1,0,1,1,0
5665,성음아트센터,1,68,37.38503586,127.110998,경기도 성남시 분당구 백현동 577,031-703-2064,www.searts.or.kr/,"매주 일요일, 월요일, 공휴일",10:00-18:00,0,1,1,1,1,1,1,1,1,1
5666,성읍무형문화재전수관,2,58,33.38451064,126.800377,제주특별자치도 서귀포시 표선면 성읍리 775-1,064-710-6793,www.jeju.go.kr/seongeup/intro/expert.htm,정보없음,정보없음,1,0,1,0,0,1,1,1,0,0
5667,성재문화원,1,220,35.2212897,129.085577,부산광역시 동래구 온천동 153-8,051-863-4441,정보없음,정보없음,정보없음,1,1,1,0,1,1,0,0,0,0
5668,성재전통건축자료관,2,1,37.58025143,126.988007,서울특별시 종로구 원서동 135-2,02-742-1311,sungjaemuseum.modoo.at/,매주 화요일,10:00-17:00,0,0,0,0,0,0,0,0,0,0
5669,성주동체육공원,3,79,35.18399071,128.69721,경상남도 창원시 성산구 천선동 1216-1,055-272-5600,정보없음,정보없음,예약제,1,0,1,0,0,1,0,1,0,0
5670,성주문화예술회관,1,225,35.91837543,128.301296,경상북도 성주군 성주읍 성산리 161-1,054-933-6912,sj.go.kr/scac/main.do,매주 일요일,09:00-18:00(공연에따라 유동적 ),1,0,1,0,1,1,1,1,0,0
5671,성주봉자연휴양림,5,144,36.53359755,128.040758,경상북도 상주시 은척면 남곡리 산 50,054-541-6512,https://tinyurl.com/yc5jw4ne,매주 화요일,14:00-11:00,1,1,1,0,1,1,1,1,1,0
5672,성주산자연휴양림,5,191,36.33294323,126.66402,충청남도 보령시 성주면 성주리 산 39,041-934-7133,https://tinyurl.com/339ttyas,정보없음," [숲속의집, 휴양관] 13:00-익일 11:00",0,1,1,0,1,1,1,1,0,0
5673,성주성산동고분군전시관,2,225,35.90667894,128.298339,경상북도 성주군 성주읍 성산리 822,054-930-8384,sj.go.kr/goboongoon/main.do,매주 월요일,"하절기(3월-10월) 09:00-18:00(입장마감 17:00),동절기(11월-2월) 09:00-17:00(입장마감 16:00)",1,0,1,1,1,1,1,1,1,0
5674,성주추억박물관,2,225,35.88664812,128.188268,경상북도 성주군 대가면 대천리 3-1,054-932-5800,memorymusem.modoo.at/,정보없음,10:00-19:00,0,0,0,0,0,0,0,0,0,0
5675,성지박물관,2,25,37.22754547,127.63857,경기도 여주시 하거동 380,031-884-0118,www.bibleland-museum.co.kr:6514/,정보없음,"09:00-17:30, 토요일 09:00-15:00 사전예약 필요",0,0,0,0,0,0,0,0,0,0
5676,성진마린,4,77,35.16108299,128.937516,부산광역시 강서구 대저2동 3660,0507-1306-6485,정보없음,상시변동,매일 00:00-24:00,1,0,0,0,0,0,0,0,0,0
5677,성창순판소리예술관,2,222,34.68025796,127.070138,전라남도 보성군 회천면 영천리 731,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5678,성철스님기념관,2,92,35.27871469,127.968558,경상남도 산청군 단성면 묵곡리 199-7,055-973-1615,www.songchol.net,정보없음,정보없음,1,1,0,0,0,0,0,0,0,0
5679,성촌해수욕장,5,4,34.61307369,125.843272,전라남도 신안군 도초면 우이도리,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
5680,성치산성,7,105,36.43554066,127.484831,대전광역시 대덕구 부수동 산 4,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
5681,성치산성,7,4,34.79157903,125.989057,전라남도 신안군 비금면 광대리 산 66,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
5682,성터,7,184,36.91140129,127.358825,충청북도 진천군 백곡면 성대리 1526-6,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
5683,성터,5,8,36.81316756,128.090938,충청북도 충주시 수안보면 미륵리 산 31-2,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
5684,성포예술광장,1,97,37.32752719,126.844963,경기도 안산시 상록구 성포동 593-39,031-481-3253,정보없음,정보없음,정보없음,1,0,1,0,1,1,1,1,0,0
5685,성호기념관,2,97,37.31507523,126.859577,경기도 안산시 상록구 부곡동 709,031-481-2574,www.ansan.go.kr/seongho/main/main.do,"매주 월요일, 공휴일",09:00-18:00,1,0,1,0,1,1,0,1,1,0
5686,성황산성,7,211,35.6257227,126.770103,전라북도 정읍시 영원면 후지리 산 29-1,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
5687,성흥산성산림욕장,5,207,36.19462638,126.899855,충청남도 부여군 임천면 군사리 산 1-2,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5688,세계골프역사박물관,2,71,37.50809527,127.062,서울특별시 강남구 대치동 945-5,02-2192-3005,정보없음,"매주 일요일, 공휴일",10:00-17:00,1,1,1,0,1,1,0,1,1,0
5689,세계광물보석박물관,2,2,37.7913055,126.695467,경기도 파주시 탄현면 법흥리 1652-20,031-946-7081,worldmineral.modoo.at/,매주 월요일,화-일 10:00-18:00,1,0,0,0,0,0,0,1,0,0
5690,세계그린팩토리녹색기술전시회,2,14,37.66893348,126.745803,경기도 고양시 일산서구 대화동 2600,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5691,세계기독교박물관,2,113,37.20706488,128.019919,충청북도 제천시 백운면 운학리 75,0507-1452-0191,www.segibak.or.kr/,"매주 토요일, 일요일, 수요일",10:00-17:00,0,0,1,0,0,0,0,0,0,0
5692,세계꽃식물원,1,172,36.75127986,126.859461,충청남도 아산시 도고면 봉농리 576-1,041-544-0746,liaf.kr,연중무휴,09:00-18:00,1,0,1,1,1,1,1,1,0,0
5693,세계문학박물관,2,2,37.7263306,126.694269,경기도 파주시 신촌동 430,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5694,세계물포럼기념센터,2,89,36.58111892,128.776028,경상북도 안동시 성곡동 170,054-821-4220,정보없음,매주 월요일,10:00-18:00,1,0,0,0,1,1,0,0,0,0
5695,세계민속악기박물관,2,120,37.19057293,128.407484,강원도 영월군 남면 연당리 880-9,031-946-9838,www.e-musictour.com/,매주 월요일,화-일 09:30-17:30,0,0,0,0,0,0,0,0,0,0
5696,세계민속악기박물관,2,2,37.78950759,126.699378,경기도 파주시 탄현면 법흥리 1652-213,031-946-9838,www.e-musictour.com/,매주 월요일,9:30-17:30,1,0,0,0,0,1,0,0,0,0
5697,세계술박물관,2,58,33.35397099,126.817593,제주특별자치도 서귀포시 표선면 하천리 1814-1,064-787-9500,worlm.co.kr/,연중무휴,하절기 09:00-18:30(678월) 동절기 09:00-18:00,1,0,1,1,1,1,0,1,0,0
5698,세계에너지절약엑스포,2,14,37.66893348,126.745803,경기도 고양시 일산서구 대화동 2600,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5699,세계원자력및방사선엑스포,2,14,37.66893348,126.745803,경기도 고양시 일산서구 대화동 2600,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5700,세계인형박물관,2,2,37.78685804,126.702108,경기도 파주시 탄현면 법흥리 1652-485,031-947-2575,www.worlddoll.net/,매주 월~목,금-일 10:00-18:00,1,0,0,0,0,0,1,1,0,0
5701,세계자동차&피아노박물관,2,58,33.28294238,126.34901,제주특별자치도 서귀포시 안덕면 상창리 2065-4,064-792-3000,worldautopianomuseum.com/,정보없음,매일09:00-18:00,1,0,1,1,1,1,1,0,0,0
5702,세계자연유산센터,2,45,33.45691987,126.714752,제주특별자치도 제주시 조천읍 선흘리 478,064-710-6985,www.jeju.go.kr/wnhcenter/index.htm,"매월 첫번째 화요일, 설날, 추석",관람시간 : 09:00-17:30(매표마감 17:00),1,0,0,0,0,1,0,1,1,0
5703,세계자전거박람회2011,2,14,37.66893348,126.745803,경기도 고양시 일산서구 대화동 2600,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5704,세계장신구박물관,2,1,37.5809772,126.981806,서울특별시 종로구 화동 75-3,02-730-1610,www.wjm.or.kr,연중무휴,10:00-18:00 사전예약제,0,0,0,0,0,0,0,1,0,0
5705,세계저울박물관,2,84,37.72922013,128.874165,강원도 강릉시 구정면 여찬리 573-2,033-823-2700,scalemuseum.org/,"매주 토요일, 일요일, 공휴일",09:00-18:00,1,0,1,0,1,1,1,1,1,1
5706,세계조가비박물관,2,58,33.24744266,126.55163,제주특별자치도 서귀포시 서홍동 557-1,064-762-5551,wsmuseum.smart9.net/,정보없음,09:30-17:00,1,0,0,0,0,0,0,1,0,0
5707,세계조개박물관,2,4,34.87758959,125.996456,전라남도 신안군 자은면 백산리 633-92,061-240-5474,www.shinan.go.kr/home/museum/museum03/museum05_13/museum05_13_01,매주 월요일,"하절기(3월-10월) : 09:00-18:00,동절기(11월-다음 해 2월) : 09:00-17:00,매표시간은 관람시간 종료 1시간 전까지입니다.",1,0,0,1,0,1,1,0,0,0
5708,세계차나무식물관,2,222,34.72038187,127.082489,전라남도 보성군 보성읍 봉산리 1191-6,061-852-0918,www.boseong.go.kr/tea,"매주 월요일, 공휴일",오전 10시부터 오후 5시,1,0,0,0,1,1,1,0,0,0
5709,세계카메라영화박물관,2,38,35.15236368,126.924052,광주광역시 동구 동명동 200-77,062-225-9966,정보없음,상시변동,토요일 12:00-20:00 그 외 시간을 원하시는 5인이상의 단체 관람은 예약 전화 주세요.,0,0,0,0,0,0,0,0,0,0
5710,세계태양에너지엑스포,2,14,37.66893348,126.745803,경기도 고양시 일산서구 대화동 2600,정보없음,www.exposolar.org/kor/main.asp,정보없음,정보없음,0,1,1,1,0,0,0,1,1,1
5711,세계테마전시관,2,123,37.73357906,126.515997,인천광역시 강화군 강화읍 갑곳리 1040,032-934-0444,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5712,세계평화의종,5,86,38.21285867,127.846062,강원도 화천군 화천읍 동촌리 2921-6,033-442-1211,정보없음,정보없음,정보없음,1,0,0,0,0,0,1,1,0,0
5713,세계평화의종공원,5,204,38.21029421,127.85383,강원도 양구군 방산면 천미리 353-7,033-440-2575,정보없음,연중무휴,상시개방,1,0,0,0,0,0,1,1,0,0
5714,세계화석광물박물관,2,4,34.71624789,126.16914,전라남도 신안군 안좌면 대리 756,061-262-0230,www.shinan.go.kr/home/museum/museum03/museum05_21,매주 월요일,운영 시간 상이,0,0,0,0,0,0,0,0,0,0
5715,세교아트홀,1,149,36.99895596,127.0809,경기도 평택시 세교동 564-7,정보없음,www.sekyoarthall.com/,정보없음,정보없음,0,1,0,0,0,0,0,0,0,0
5716,세교GDR아카데미,3,146,37.17085663,127.065585,경기도 오산시 수청동 617-6,031-8077-4750,정보없음,매달 3번째 일요일,"주중 06:00-23:00,주말 10:00-19:00",1,1,1,0,0,1,0,0,1,1
5717,세도두레풍장전수관,2,207,36.18843642,126.956121,충청남도 부여군 세도면 청송리 179-1,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5718,세라기타문화관,2,142,37.2912904,127.384597,경기도 이천시 신둔면 고척리 588-3,정보없음,정보없음,정보없음,정보없음,1,0,1,0,0,0,0,1,0,0
5719,세라믹랜드,2,142,37.29424638,127.384943,경기도 이천시 신둔면 고척리 595-5,031-633-3294,ceramicland.co.kr/,정보없음,평일10:00-19:00,1,0,1,0,0,1,0,1,0,0
5720,세라지오CC,4,25,37.32902538,127.656093,경기도 여주시 오금동 422-3,031-887-8700,www.ceragio.com/main#,정보없음,정보없음,1,0,1,0,0,1,1,0,0,0
5721,세라핌,2,2,37.78639344,126.699738,경기도 파주시 탄현면 법흥리 1652-431,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5722,세레니티CC,4,189,36.5457272,127.390409,충청북도 청주시 서원구 남이면 산막리 산 122,043-277-5000,www.silkrivercc.co.kr/,정보없음,정보없음,1,0,1,0,0,1,1,0,1,0
5723,세리월드,5,58,33.24701674,126.512017,제주특별자치도 서귀포시 법환동 877-3,정보없음,정보없음,정보없음,정보없음,1,0,1,1,1,1,0,1,0,0
5724,세명대학교민송아트홀2관,1,1,37.58398159,127.002065,서울특별시 종로구 혜화동 185,정보없음,www.semyung.ac.kr/smenter/sub05_01.do,정보없음,매일 11:00-21:00,0,1,1,0,0,0,0,1,0,0
5725,세미원연꽃박물관,2,57,37.54093866,127.323961,경기도 양평군 양서면 용담리 428-8,031-775-1835,www.semiwon.or.kr,연중무휴,성수기(7-8월)09:00-20:00 비성수기(9-6월)09:00-18:00,1,0,1,1,1,1,1,1,1,0
5726,세미콘코리아,2,71,37.51182391,127.059159,서울특별시 강남구 삼성동 159,02-531-7800,www.semiconkorea.org/ko,정보없음,10:00-17:00,1,1,1,1,1,1,1,1,1,1
5727,세븐럭용산카지노(2023년1월예정),4,135,37.53216815,126.960884,서울특별시 용산구 한강로3가 40-969,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5728,세븐럭카지노,4,72,35.15678998,129.056416,부산광역시 부산진구 부전동 503-15,051-665-6000,www.7luck.com/main/default,연중무휴,24시,1,0,1,1,1,1,1,0,0,0
5729,세븐럭카지노,4,71,37.51201518,127.05754,서울특별시 강남구 삼성동 159,02-3466-6000,www.7luck.com/main/default,연중무휴,00:00-24:00,1,0,1,0,1,0,1,1,1,0
5730,세븐럭카지노,4,12,37.55545508,126.9755,서울특별시 중구 남대문로5가 395,02-2021-6000,www.7luck.com/main/default,연중무휴,00:00-24:00,1,0,1,0,1,1,1,1,1,1
5731,세븐밸리CC,4,62,36.01526614,128.465119,경상북도 칠곡군 왜관읍 봉계리 17,054-979-1000,www.sevenvalley.co.kr/,상시변동,정보없음,1,0,1,0,0,1,1,0,0,0
5732,세성산성,7,183,36.75464372,127.257681,충청남도 천안시 동남구 성남면 화성리 산 25,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
5733,세실극장,1,12,37.56672262,126.976533,서울특별시 중구 정동 3-7,02-751-1500,www.jeongdong.or.kr/portal/main/contents.do?menuNo=200109,"매주 토요일, 일요일, 공휴일",09:00-18:00,0,0,1,0,1,0,0,0,1,1
5734,세심대,5,80,35.91116111,127.777189,전라북도 무주군 설천면 삼공리 산 31,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
5735,세심자연휴양림,5,224,35.51426204,127.240078,전라북도 임실군 삼계면 죽계리 562,063-644-4611,site.onda.me/69138,정보없음,09:00-18:00,0,0,0,0,0,0,0,0,0,0
5736,세아수목원휴양림,5,62,36.03340992,128.435359,경상북도 칠곡군 석적읍 반계리 49,054-977-0077,xn--4y2bzqm1nvza89ijna55edy9c.com/,공휴일,"휴양림 (입실) 오후 15:00 / (퇴실) 오전 11:00,산책로 (운영시간) 오전 09:00-오후 17:00",1,0,1,0,0,1,1,0,0,0
5737,세아평미술관,2,178,36.79285442,126.538696,충청남도 서산시 음암면 탑곡리 865-10,0507-1404-3692,정보없음,"매주 월요일, 화요일, 수요일, 목요일",10:00-18:00,1,0,0,0,0,0,0,0,0,0
5738,세연정,5,61,34.16247899,126.555944,전라남도 완도군 보길면 부황리 572-2,정보없음,정보없음,연중무휴,09:00-18:00,0,0,0,0,0,0,0,0,0,0
5739,세영씨앤유더레인지,3,109,37.5102359,127.020819,서울특별시 서초구 반포동 707,0507-1305-8663,www.therange.co.kr/,연중무휴,"주중 06:00-23:00,주말 07:00-22:00",1,1,1,0,0,1,0,0,0,1
5740,세우아트센터,1,1,37.58194665,127.003984,서울특별시 종로구 동숭동 1-86,070-7542-5089,정보없음,정보없음,정보없음,0,1,0,0,0,0,0,1,0,0
5741,세운전자박물관,2,1,37.56928143,126.99524,서울특별시 종로구 장사동 116-4,정보없음,정보없음,매주 일요일,13:00-18:00,0,1,1,0,1,1,0,1,1,0
5742,세이레아트센터,1,45,33.4991288,126.515977,제주특별자치도 제주시 삼도일동 560-5,0507-1400-8911,sayreart.modoo.at,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
5743,세이레아트센터,1,45,33.48550625,126.496134,제주특별자치도 제주시 연동 304-1,064-744-8911,sayreartcenter.modoo.at/,"매주 일요일, 월요일, 공휴일",정보없음,1,0,0,0,0,0,0,0,0,0
5744,세이브존울산점세이브아트홀,1,53,35.54808029,129.324603,울산광역시 남구 삼산동 1377-8,052-267-3266,cafe.daum.net/startnewart,정보없음,정보없음,1,1,1,0,1,1,0,0,1,0
5745,세이지우드,4,15,34.71391385,127.725536,전라남도 여수시 경호동 1024,061-660-1000,www.sagewood.co.kr/yeosu/main,정보없음,정보없음,1,0,1,0,0,0,0,0,0,0
5746,세이지우드CC,4,50,37.8859653,128.118671,강원도 홍천군 두촌면 괘석리 산 25,033-439-1234,www.sagewood.co.kr/hongcheon/main,정보없음,정보없음,1,0,0,0,0,1,0,0,0,0
5747,세인트포CC,4,45,33.52054787,126.738608,제주특별자치도 제주시 구좌읍 김녕리 5160-2,064-786-3838,www.stfour.com/index.asp,연중무휴,정보없음,1,0,1,0,0,1,0,0,0,0
5748,세일아트홀,1,71,37.4972385,127.039064,서울특별시 강남구 역삼동 727-13,02-555-4714,www.seilarthall.com/,정보없음,정보없음,1,1,1,0,0,0,0,1,1,0
5749,세일화방,2,31,37.55359968,126.92751,서울특별시 마포구 서교동 338-52,02-323-0773,www.iartmarket.kr/,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5750,세일CC,4,8,37.02096482,127.674762,충청북도 충주시 신니면 문락리 산 29-45,043-841-6000,www.seilcc.co.kr/index.asp,정보없음,정보없음,1,0,1,0,0,1,1,0,1,0
5751,세자매하우스,2,2,37.78720499,126.700683,경기도 파주시 탄현면 법흥리 1652-587,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5752,세종1야구장,3,171,36.55944932,127.299222,세종특별자치시 연서면 월하리 218-2,044-301-3555,league.clubone.kr/,정보없음,08:00-18:00,1,0,0,0,0,0,1,1,0,0
5753,세종공룡월드,5,171,36.4864204,127.261966,세종특별자치시 나성동 815,044-864-0935,정보없음,매주 화요일,10:30-18:30,1,0,1,0,1,1,0,0,1,1
5754,세종국악당,1,25,37.29692248,127.625227,경기도 여주시 하동 107-12,031-881-9696,www.yjcf.or.kr/cms/content/view/282,정보없음,정보없음,1,0,1,0,0,1,1,1,1,1
5755,세종대왕기념관,2,141,37.59099289,127.042703,서울특별시 동대문구 청량리동 산 1-157,02-969-8851,sejongkorea.org/main/main.html,"매주 월요일, 공휴일","여름철(3월-10월) 여는시간 : 오전 9시-오후 6시 (표마감: 오후 5시 30분),겨울철(11월-2월)여는시간 : 오전 9시-오후 5시 30분 (표마감: 오후 5시)",0,0,1,0,0,0,0,1,0,0
5756,세종대왕역사문화관,2,25,37.30493307,127.611333,경기도 여주시 세종대왕면 왕대리 949-6,031-885-3123,https://tinyurl.com/27vkzhhv,매주 월요일,"2월-5월, 9월-10월 09:00-18:00, 6-8월 09:00-18:30, 11월-1월 09:00-17:30",0,1,0,1,0,1,0,0,0,0
5757,세종대학교박물관,2,30,37.55160814,127.073183,서울특별시 광진구 군자동 98,02-3408-3876,museum.sejong.ac.kr/index.do,"매주 토요일, 일요일, 공휴일",월-금 10:00-15:00,0,1,1,0,0,1,1,1,1,1
5758,세종마을상촌재,2,1,37.5818557,126.969678,서울특별시 종로구 옥인동 19-16,02-6013-1142,www.jfac.or.kr/site/main/content/sangchj01,"매주 월요일, 공휴일",화-일요일 09:00-18:00,0,0,0,0,0,0,0,1,0,0
5759,세종마을한옥체험관,2,1,37.5818557,126.969678,서울특별시 종로구 옥인동 19-16,02-6013-1142,www.jfac.or.kr/,공휴일,9:30-17:30,0,0,0,0,0,0,0,1,0,0
5760,세종문화예술회관,1,171,36.59982447,127.287844,세종특별자치시 조치원읍 침산리 226-1,044-850-8940,www.sjac.or.kr/base/main/view,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5761,세종문화원,1,171,36.60331978,127.300593,세종특별자치시 조치원읍 교리 21-1,044-865-2411,www.sejongcult.or.kr/,"매주 토요일, 일요일, 공휴일",09:00-18:00,1,0,1,0,1,1,0,0,0,0
5762,세종문화회관,1,1,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1000,www.sejongpac.or.kr/portal/main/main.do,정보없음,정보없음,0,1,1,1,1,1,0,1,1,0
5763,세종문화회관,1,1,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1000,www.sejongpac.or.kr/portal/main/main.do,정보없음,정보없음,0,1,1,1,1,1,0,1,1,0
5764,세종문화회관,1,1,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1000,www.sejongpac.or.kr/portal/main/main.do,정보없음,정보없음,0,1,1,1,1,1,0,1,1,0
5765,세종문화회관,1,1,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1000,www.sejongpac.or.kr/portal/main/main.do,정보없음,정보없음,0,1,1,1,1,1,0,1,1,0
5766,세종문화회관,1,1,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1000,www.sejongpac.or.kr/portal/main/main.do,정보없음,정보없음,0,1,1,1,1,1,0,1,1,0
5767,세종문화회관,2,1,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1114,www.sejongpac.or.kr/portal/main/main.do,매주 월요일,정보없음,0,1,1,1,1,1,0,1,1,0
5768,세종보홍보관,2,171,36.47716961,127.262273,세종특별자치시 세종특별자치시동 551-226,044-861-3410,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5769,세종산림욕장,5,25,37.30214468,127.615903,경기도 여주시 세종대왕면 왕대리 942-3,정보없음,정보없음,연중무휴,정보없음,1,0,0,0,0,1,0,1,0,0
5770,세종시국립박물관(2022년12월예정),2,171,36.48509972,127.274451,세종특별자치시 세종특별자치시동 107-142,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5771,세종시국립어린이박물관(2023년예정),2,171,36.48774379,127.274103,세종특별자치시 세종특별자치시동 107-155,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5772,세종시립민속박물관,2,171,36.60908191,127.170609,세종특별자치시 전의면 금사리 113-1,044-300-8831,www.sejong.go.kr/museum.do,"매주 월요일, 공휴일",09:00-18:00 (17:30분까지 입장 가능),1,0,1,1,1,1,1,1,1,1
5773,세종에머슨CC,4,171,36.69694921,127.185333,세종특별자치시 전의면 유천리 192,044-862-4004,www.sejongemerson.co.kr/,연중무휴,예약제,1,0,1,0,0,0,1,0,0,0
5774,세종예술의전당,1,171,36.48667084,127.267368,세종특별자치시 나성동 267,044-850-8989,www.sjac.or.kr/base/main/view,"매주 일요일, 월요일, 공휴일",화-토09:00-18:00,1,1,1,0,1,1,1,0,1,1
5775,세종음악창작소누리락,1,171,36.49854685,127.26383,세종특별자치시 어진동 593,0507-1355-0570,www.nurirock.or.kr/base/main/view,"매주 토요일, 일요일, 공휴일",10:00-22:00,1,0,1,1,1,1,0,0,1,0
5776,세종이야기,2,1,37.57184786,126.976168,서울특별시 종로구 세종로 81-3,02-399-1173,sejongstory.or.kr/sejongstory/main/main.do,매주 월요일,오전 10시-오후6시30분(오후6시 입장 마감),0,1,1,1,1,1,0,1,1,1
5777,세종전통문화체험관,2,171,36.50881677,127.294231,세종특별자치시 세종특별자치시동 산 82,044-850-3100,jtchehum.com/bbs/board.php?bo_table=m02_03,"매주 토요일, 일요일, 공휴일",09:00-18:00(점심시간12:00-13:00),1,0,1,0,1,1,1,0,1,1
5778,세종전통장류박물관,2,171,36.6757125,127.259323,세종특별자치시 전동면 청송리 3,044-868-7007,정보없음,매주 화요일,10:30-16:30,1,0,0,0,0,1,1,1,0,0
5779,세종천문대,5,25,37.25758772,127.753814,경기도 여주시 강천면 부평리 472-4,031-886-2200,www.xn--vk1bw9mu5o.kr/,정보없음,"하절기 (4-9월) 19:30-20:30,동절기 (10-3월) 19:00-20:00",1,0,1,0,0,0,1,0,0,1
5780,세종퍼펙트리그구장,3,171,36.60247126,127.277719,세종특별자치시 조치원읍 봉산리 90-11,정보없음,www.gameone.kr/league/intro/desc?lig_idx=477&method=ground,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
5781,세종풋살파크,3,171,36.57907075,127.286415,세종특별자치시 연서면 월하리 701-14,정보없음,sjfutsal.modoo.at/,상시변동,매일 00:00-24:00,1,0,0,0,0,0,0,0,0,0
5782,세종필드GC,4,171,36.53858587,127.261912,세종특별자치시 산울동 644,044-861-5678,www.sejongcc.com/main/mainPage.do,정보없음,"경기일 당일 첫 Tee-Off time 1시간 전, 마지막 내장팀 퇴장시까지",1,0,1,0,0,1,0,0,0,0
5783,세종호수공원,6,171,36.4967159,127.274998,세종특별자치시 세종특별자치시동 1201,044-301-3926,www.sejong.go.kr/lake.do,연중무휴,매일 05:00-23:00,1,0,1,1,1,1,1,1,0,0
5784,세종호수공원매화공연장,1,171,36.49882314,127.270076,세종특별자치시 세종특별자치시동 1201,044-301-3913,	www.sejong.go.kr/lake.do,연중무휴,05:00-23:00,1,0,1,1,1,1,1,1,0,0
5785,세주묘엄박물관,2,147,37.2915096,127.037497,경기도 수원시 팔달구 우만동 248,031-256-4127,www.bongnyeongsa.org/,매주 월요일,월-토 10:00-16:00,1,0,0,0,1,1,1,0,0,0
5786,세중돌박물관,2,181,37.24702311,127.289809,경기도 용인시 처인구 양지면 양지리 산 7-2,02-986-1001,www.koreanstonemuseum.com/,매주 월요일,"평일 : 오전 10시-오후 5시,주말 및 공휴일 : 오전 10시-오후 6시",0,0,0,0,0,0,0,0,0,0
5787,세천강변리틀야구장,3,160,35.87384436,128.462201,대구광역시 달성군 다사읍 세천리 553,053-803-8323,https://tinyurl.com/2kv3bkmf,정보없음,05:00-23:00,0,0,1,0,0,0,0,1,0,0
5788,세천유원지,5,38,36.32834397,127.483129,대전광역시 동구 세천동 산 76-7,042-251-4114,www.donggu.go.kr/dg/tour/129/22/sights,연중무휴,상시개방,1,0,0,0,0,1,0,1,0,0
5789,세컨드뮤지엄,1,1,37.58243583,126.969621,서울특별시 종로구 옥인동 19-57,정보없음,www.secondmuseum.com/,매주 월요일,"Tue-Sat 11:00-20:00, Sun 11:00-17:00",0,0,0,0,0,0,0,1,0,1
